fileName,phoneNumber
19,8187670826
19,2277488586
19,0869564299
19,0946287262
19,6216287262
19,6219572651
19,6067739319
19,8849564299
19,0947294116
19,3777739319
20,8849931178
20,6509315841
20,6019798203
20,1819597378
20,7367054330
20,8051315707
20,9060428134
20,5580026757
20,8897046703
20,7996161783
20,4748190140
20,6620108729
20,9334249648
20,0847799149
20,3746402011
20,6729607008
21,0861841207
21,9708582742
21,6209246113
21,5253951737
21,3525078879
21,1354060649
21,5253928748
21,5216072949
21,1996599476
21,5441652385
21,0790308962
21,0237641585
21,2195624488
21,7375117797
21,0805234282
21,0735099572
22,7744429098
22,5232423896
22,3105211997
22,9894212196
22,3143333473
22,5275284199
22,3997660985
22,2117678795
22,4674032593
22,7376176949
22,7324606499
22,3992158099
22,3944481787
22,9782953673
22,5845596611
22,9709999250
23,0226797084
23,4563286518
23,1605795233
23,9639952105
23,9669117963
23,6558228017
23,9839006532
23,5249006532
23,5247352012
23,8899199216
23,8757541024
23,9326204283
23,7558582057
23,9877808525
23,0209798869
23,8058651946
24,7649693684
24,6284336042
24,1395464554
24,3699348389
24,8776776087
24,0996932053
24,4988779520
24,1881028081
24,9773527640
24,9799551402
24,4299732468
24,6662991142
24,3776300807
24,6997324686
24,6725483107
24,8829876446
25,7829876446
25,7933462824
25,6933407094
25,5829473133
25,3963171481
25,6993429409
25,7763482650
25,5957290933
25,0990529272
25,9950768736
25,8993451347
25,0882319814
25,5963095731
25,6919945019
25,9504142017
25,9128228231
26,8292982231
26,8292988245
26,9608298993
26,8162398458
26,8289170608
26,0844141657
26,7810402699
26,9399426175
26,4100409277
26,8103351377
26,8104026974
26,8191883089
26,6971698589
26,6971698593
26,4469645993
26,4469645912
27,8348196957
27,6752730822
27,7075717255
27,9454085819
27,0704957667
27,3957765440
27,7973970833
27,2482795479
27,2137700482
27,0887821025
27,8903707996
27,1476829473
27,8127737183
27,2925993445
27,9094797063
27,7283829473
28,8127993148
28,9521957260
28,2925797044
28,1939797044
28,1939770263
28,4093042412
28,0862027925
28,6785702700
28,2808464179
28,1808490150
28,3829888905
28,2771025001
28,8627006850
28,9939426955
28,8581970288
28,8228704573
29,7079008821
29,8228704573
29,6204015701
29,8228704573
29,7654233973
29,6204015701
29,7562996839
29,7654969733
29,7859040696
29,7859040696
29,6363811059
29,8579095413
29,9973535210
29,8969261627
29,4858651039
29,1229045707
30,4858651037
30,5628321879
30,6316824667
30,3209105419
30,6311757188
30,5218696867
30,7393272039
30,5469606997
30,7390651367
30,7668150807
30,7590125709
30,2667241270
30,3302807696
30,3177264072
30,5885404886
30,5135317776
31,7382228391
31,9919241075
31,6283218775
31,6283218794
31,3181203596
31,3177264078
31,7095052562
31,0633793499
31,5504041793
31,0642980695
31,2339499593
31,5404381678
31,5806984470
31,3322566162
31,0773647972
31,9119557952
32,5048774808
32,4423281749
32,3924127737
32,1919444957
32,6480370919
32,3992248651
32,2840787765
32,8619938207
32,6391657372
32,0046879934
32,8118397352
32,0688297677
32,4838698226
32,8225647070
32,7832929934
32,0454019005
33,6953748002
33,1497219572
33,0121662095
33,3112998527
33,8918873850
33,8927739082
33,3656206721
33,2897782821
33,8380708712
33,4304441717
33,9955550934
33,8051435260
33,9110172552
33,6995927317
33,8504929748
33,2049951754
34,8381392627
34,8390703654
34,9205977136
34,3365683566
34,3766767283
34,6676746194
34,0973960813
34,7227077621
34,3084611899
34,3465149946
34,4144946414
34,9946541498
34,5252121090
34,3166345392
34,6267644570
34,9098038979
35,8261885853
35,9061720773
35,9395583943
35,0667114707
35,0510219963
35,1901437776
35,3460655970
35,9345547980
35,1037917957
35,2814552963
35,1763769808
35,3999545725
35,0923948709
35,1298568651
35,6688379546
35,7370168084
36,3479049572
36,2694248340
36,1130778969
36,2210997091
36,1214549572
36,9756728809
36,0876488969
36,6269367492
36,8168909525
36,1363459525
36,6665968578
36,9313959693
36,8793703352
36,3143736204
36,3507538294
36,7694727261
37,8129397261
37,8129399199
37,2143719199
37,2143719117
37,6473688603
37,7981219939
37,4356207654
37,7272877257
37,8531699827
37,8663299708
37,3396896314
37,4377549293
37,4089631444
37,5137492020
37,6987631427
37,5699939830
38,0629576705
38,2808228893
38,4009386245
38,8079931454
38,6958081929
38,4608651457
38,1177634837
38,7837463003
38,6189128891
38,8772940538
38,6284910804
38,1862848441
38,8870501658
38,9981022924
38,3694308673
38,9695763683
39,7872570061
39,9595079573
39,9994302450
39,9749297067
39,6970817225
39,4970817225
39,4800267821
39,4808489826
39,7800282175
39,9199229517
39,9006477732
39,9128163377
39,0980199777
39,3923824182
39,9250763662
39,0621415391
40,6285229097
40,9853619499
40,5596853499
40,5596853475
40,4283646981
40,7232297294
40,1205589546
40,4201659525
40,4391979973
40,5436279631
40,7310188804
40,3710438252
40,1780107294
40,8454591993
40,0058598356
40,9127974918
41,5709682927
41,2717695252
41,8305670791
41,9851377008
41,3483670043
41,3504577008
41,3521993280
41,1243280029
41,9996082520
41,4759892657
41,0634131222
41,9992384346
41,8171391289
41,8943277669
41,6812882941
41,0198077800
42,4690773952
42,1233843468
42,1713725098
42,9211912898
42,9432063128
42,8610970897
42,2596063490
42,3260725070
42,8866202144
42,9258299026
42,7247461813
42,9408989356
42,7077050609
42,2599835972
42,3657782880
42,5428809111
43,5927481074
43,4908873067
43,2037033537
43,1417814291
43,5699931847
43,8117257981
43,3009264230
43,9218709426
43,2128709426
43,2129117267
43,5339102248
43,3167654626
43,8359526228
43,2678278662
43,9291352855
43,3177668194
44,1225233544
44,9707901428
44,5765446268
44,3737204047
44,6707955605
44,3765496992
44,7372817349
44,7324332443
44,9006393230
44,8651189055
44,1252326318
44,2951070995
44,2356234074
44,8887953088
44,0998796746
44,2818186829
45,8827741725
45,7981300900
45,6459049006
45,4590498357
45,1836962077
45,1885162718
45,8519199621
45,7519199621
45,7519939544
45,8477395833
45,3950721195
45,5763484213
45,7881044865
45,2993908841
45,1778180712
45,6930486981
46,6852130830
46,1749292597
46,3746293612
46,1963144088
46,2875763724
46,1800264037
46,7669680658
46,5215458349
46,1626876799
46,5375391518
46,0026011567
46,6547882109
46,8184419079
46,0064586337
46,6676349959
46,9310681758
47,9358977186
47,2054764477
47,0702636039
47,5469762968
47,0022091398
47,0028336999
47,8014060699
47,5349044879
47,9342665649
47,7089450359
47,6314945538
47,0518502577
47,6642486095
47,2325722705
47,1522361620
47,0156796912
48,2224859620
48,0069256963
48,1032059906
48,5102237906
48,5102237952
48,3223330993
48,4833064776
48,1963353754
48,4042908919
48,9155005630
48,0600338875
48,7111621829
48,4064664620
48,0733694799
48,2480341725
48,0140467797
49,0657679631
49,2423049337
49,6576170619
49,5109372501
49,5560390063
49,1973682941
49,0198050910
49,9003078748
49,7700465355
49,8919994027
49,0970817225
49,4933423496
49,4800282175
49,5763210706
49,9006477732
49,9199221309
50,1226300518
50,5799164398
50,2987919197
50,6547406169
50,8019600070
50,7002527186
50,5166298288
50,7375112797
50,0805234272
50,7744429093
50,2423896310
50,8211997989
50,4212190974
50,2834495344
50,1393573198
50,7087373198
51,3604725784
51,5628852184
51,4426729480
51,0951957604
51,4025900639
51,8239507040
51,8199525167
51,8932464005
51,7282105877
51,0684096697
51,9591022119
51,6778282181
51,3748195204
51,6735275048
51,9865132797
51,3756266370
52,3035221727
52,0800465473
52,2300759186
52,5187231588
52,7376033882
52,0748378497
52,7122998957
52,6820403970
52,8305085880
52,9997995706
52,6596577818
52,3190695706
52,6596599393
52,4706952524
52,2199978708
52,7874765496
53,3957977156
53,7684746391
53,6211725081
53,5471776280
53,7841873329
53,4448227029
53,4868757678
53,7950755205
53,9707938772
53,6912887429
53,5950795654
53,1707938772
53,1725654578
53,8098384338
53,8777858748
53,2981105529
54,9393114468
54,5211397119
54,1621809970
54,8351920773
54,9042820878
54,9051241952
54,5870078911
54,7334249783
54,8042889950
54,7309371635
54,5005095071
54,7582391748
54,1041377830
54,9341282280
54,1890599399
54,4261392586
55,1966136092
55,8800267962
55,0961372880
55,7966109236
55,1954628192
55,1810232040
55,7999616010
55,9896984930
55,8840989762
55,8887308293
55,3765449633
55,7654496336
55,3747919077
55,7828424376
55,3747919079
55,1988071865
56,1828174857
56,8053685732
56,3972245887
56,7992740285
56,2309829939
56,6523506797
56,6532597284
56,1066795071
56,9252595250
56,0744580511
56,3578887502
56,1090191175
56,0477580845
56,6008482945
56,8876682948
56,4438080020
57,3621870708
57,2314197987
57,2709074928
57,3506570331
57,5934177640
57,1042888776
57,1888295238
57,2390596082
57,7074896079
57,0412273239
57,3267497081
57,6643997315
57,7536996876
57,7329980141
57,7504916297
57,2243263222
58,5826966387
58,5440816126
58,2020712917
58,7818619939
58,3601299316
58,3122678109
58,1008512080
58,3523129204
58,6039122904
58,5708512080
58,3529122904
58,5707492811
58,7867820052
58,0762399973
58,8246269546
58,6809248969
59,6105978969
59,2614509934
59,8145397374
59,0760648935
59,8931827482
59,8688489546
59,2666999170
59,4780467549
59,3410747667
59,8344597979
59,7637138538
59,9070282981
59,4143675310
59,8425739085
59,3107667834
59,4597323991
60,9389304553
60,8049704719
60,5578651902
60,8819915541
60,2569852967
60,3657782887
60,4179060448
60,6607250488
60,1889931744
60,4969931744
60,4967061212
60,5926205147
60,0169576922
60,2589708987
60,9677322972
60,1957352619
61,3547654516
61,1527870889
61,3729835263
61,7149798479
61,8969507631
61,7307564009
61,0008207758
61,7759791263
61,0159102097
61,9939973345
61,3477352190
61,8729631090
61,8167257851
61,3569576171
61,7838294717
61,6259973090
62,6877543984
62,7077251265
62,3995703066
62,9590606017
62,0281022989
62,7870709653
62,3072608219
62,7887341985
62,2990518484
62,6911378371
62,3620286509
62,8952560567
62,2382170790
62,7619916995
62,5622203808
62,4082822911
63,7239883966
63,1902995966
63,1902892993
63,4644083977
63,4335725684
63,3093952578
63,8343829290
63,0188887364
63,2436725001
63,8735896975
63,1565880988
63,2040725585
63,4493993939
63,1844811450
63,8058873201
63,2939102087
64,9576455210
64,7654093169
64,9349186437
64,7008490158
64,3177574788
64,9691100317
64,6549547579
64,7985825588
64,0025603519
64,1350393997
64,3355986879
64,7153927957
64,2664879884
64,2921599546
64,8543657033
64,0342698018
65,6488955555
65,7660963119
65,1349900634
65,8071963119
65,1399631191
65,3995043273
65,0182268599
65,3797084456
65,3273212562
65,3749283753
65,9749287822
65,8830677492
65,8317029661
65,7344377649
65,6293287898
65,2368687630
66,5429919924
66,0479939393
66,0781757204
66,9718958957
66,4878906960
66,3773939255
66,7993137551
66,4705027895
66,9707361969
66,0090470995
66,5150920857
66,9082992829
66,2244249776
66,4993655969
66,6316477608
66,9696022780
67,0243104287
67,5750384487
67,4403332777
67,0082572995
67,4606217962
67,0233680591
67,0275731375
67,6199885391
67,6233444375
67,4297784662
67,0650160270
67,6788532091
67,0279090504
67,6309985082
67,5234236620
67,3415672620
68,5262019693
68,2620314043
68,7820758376
68,6725011985
68,1735280279
68,0970883480
68,7070510556
68,2028818239
68,9346812549
68,9346812547
68,2500304929
68,5075014874
68,9191740952
68,5337333620
68,9526369913
68,5631470787
69,0684108887
69,3429853113
69,9661883251
69,9931399482
69,8294294931
69,7749672673
69,9801395149
69,9708605505
69,9801395149
69,7654551380
69,9661000978
69,7085146088
69,9523998750
69,7823081473
69,8207794103
69,9128914933
70,6231090229
70,9550124969
70,9550124068
70,5214090977
70,0708432341
70,9613597775
70,8873296105
70,8340418055
70,8873362032
70,4345188738
70,2230991357
70,6228799342
70,6664970861
70,3862762048
70,5196900719
70,6017757085
71,9999934266
71,5648677872
71,6037870915
71,1687870151
71,6878709151
71,6872610882
71,1836548230
71,0391996764
71,3962005720
71,6993866878
71,7272559344
71,2191356470
71,9085214388
71,6460603028
71,6829416341
71,8294163411
72,7903106012
72,7257026139
72,9123145467
72,9507010960
72,7352189870
72,8227518428
72,7654446239
72,7488541791
72,6288332291
72,1002620699
72,3170565963
72,4600913600
72,2698620919
72,9633409778
72,2888657963
72,1097810778
73,1809177781
73,8091678969
73,8138188084
73,7338287702
73,1053591282
73,6275911754
73,4971872433
73,2848262343
73,2143911794
73,2901722844
73,3362252830
73,8720911754
73,4971977180
73,8406620099
73,5061966131
73,3751966133
74,5195752016
74,5829250703
74,7893589671
74,4829256991
74,0620099506
74,1930652730
74,8995061859
74,6858246950
74,7269630242
74,9143800267
74,1707699495
74,5869117739
74,7839390818
74,8929693919
74,5538709486
74,0407324832
75,0778750020
75,4269798165
75,9729262669
75,8699934115
75,4396201350
75,4087781806
75,1039801229
75,5298084848
75,8647321032
75,4059990539
75,6718665387
75,8931461305
75,7781806103
75,9006584213
75,7070822357
75,8521890569
76,9006862923
76,9973117539
76,7281459667
76,6149997091
76,8632970862
76,2619840499
76,9369620104
76,9970703303
76,4365997389
76,4959966126
76,1339778201
76,3101916285
76,4472970995
76,5342778003
76,5445913594
76,9402913544
77,5431913544
77,5431970746
77,5254995582
77,1520748485
77,9414916206
77,3818002545
77,1819709783
77,0237070881
77,6228002532
77,1058002515
77,2939525496
77,7491620053
77,2689692210
77,8829289415
77,1977116202
77,2797043547
78,0952564967
78,4957608700
78,4957608700
78,4857980560
78,6732490865
78,2725482443
78,1865101190
78,8906564266
78,1748509974
78,6620575073
78,1822692193
78,4820755103
78,2725686768
78,0024842267
78,3522513628
78,5215723069
79,6642499985
79,2198633732
79,3947642732
79,3947642852
79,5723069504
79,0691967076
79,5457331884
79,0596049546
79,2273967762
79,8830776201
79,5997997033
79,1504907228
79,9036246204
79,1811989955
79,2775998294
79,1032418873
80,5082557328
80,2262877390
80,5666295258
80,7297596316
80,0753186748
80,3112285799
80,1064997710
80,5683196318
80,9054372500
80,4109688733
80,4930170615
80,8732770702
80,2358576330
80,8824188095
80,6034491994
80,4924791176
81,4505970502
81,8204562995
81,4320191990
81,0957582944
81,8806398017
81,6640196314
81,3715098358
81,7978362012
81,0411495070
81,0865788251
81,4763189338
81,9487172828
81,9298186769
81,1370791282
81,0280197986
81,7967473897
82,7702364472
82,7702364477
82,0702531577
82,0702531582
82,1011563777
82,0702531495
82,0798993199
82,3183124295
82,4648698991
82,1775351995
82,4672295191
82,1775351993
82,3491123974
82,6400186577
82,9542469822
82,7065649808
83,4323137620
83,7392346808
83,4772598746
83,1812795725
83,5857197322
83,8582826209
83,9879146200
83,8529009661
83,9350149546
83,3692873220
83,5216485788
83,0556670615
83,5327283177
83,0490976420
83,4860957655
83,3187970828
84,5269911297
84,8179952546
84,1370827126
84,7573762400
84,8919887332
84,3562735298
84,8443978310
84,4789708110
84,4459130425
84,3156287252
84,9462047772
84,9795729992
84,1970617269
84,4096938257
84,5756283275
84,8969619311
85,6280893511
85,8002322598
85,8578865137
85,2507169226
85,3749663879
85,1628312670
85,9310637496
85,6387776509
85,9697832566
85,2872572897
85,7394436146
85,3980712851
85,0426239731
85,0457748002
85,0255369065
85,1033919631
86,2530117700
86,8257097371
86,0457749199
86,5128109065
86,0766191520
86,4503827564
86,9416070011
86,4887543805
86,6159534718
86,3567371883
86,7359667391
86,3521600698
86,8377482982
86,2515221299
86,3427702173
86,3276970957
87,6307721993
87,9562350709
87,5356920623
87,3065965728
87,3669978074
87,1583888292
87,1028549297
87,6305579297
87,6305577631
87,8808249939
87,2452497654
87,9774778252
87,1044907061
87,8436758002
87,3012639247
87,9414196000
88,6769939480
88,5999310473
88,9893340391
88,4988257673
88,2799813604
88,8702933403
88,9149933403
88,9149985138
88,1799349219
88,2773529935
88,2611446967
88,7979924516
88,0699731498
88,8877803382
88,9608828294
88,8210581853
89,8210683889
89,9097876604
89,6206384211
89,8578903902
89,7079468273
89,9304385577
89,9507900351
89,8292010342
89,8229851448
89,9576361290
89,8292658679
89,9394476288
89,2106838899
89,6314473596
89,2002264598
89,5790700186
90,2002264599
90,1234876858
90,5788227209
90,9399699895
90,0762972082
90,1034740476
90,5686231950
90,7629720737
90,2050337808
90,4020108725
90,6986223620
90,8650169576
90,8540088278
90,9762679546
90,9857509572
90,5740797294
91,1968969973
91,1162219576
91,0169229195
91,3504319162
91,8386489507
91,0788767654
91,2766519162
91,8381914250
91,9176462042
91,6514865150
91,7639728006
91,0229980198
91,3984731966
91,3161763140
91,9945763140
91,9945843490
92,6237995627
92,8929661916
92,8739771239
92,1039075471
92,2595467442
92,5362005729
92,6688093561
92,6276548631
92,8735264271
92,8776386127
92,8993918851
92,8950710948
92,7957251288
92,2912285985
92,8990568658
92,9852281695
93,9572512882
93,7481949813
93,7258887507
93,7033044158
93,9973192474
93,7488623657
93,7084737193
93,8483763208
93,8196858195
93,0322993942
93,4978977132
93,4363735277
93,3690739223
93,4367988059
93,4140961180
93,9315811451
94,6571725797
94,2855776498
94,0980825215
94,4191776498
94,0987070271
94,7049546442
94,3857501469
94,6495761268
94,5395206057
94,5891085199
94,8949930087
94,4618106298
94,5410412567
94,9998709135
94,6528207647
94,9797763020
95,2137763020
95,2137763020
95,2137050132
95,3677050132
95,3671763963
95,5117763963
95,5117319793
95,3377654551
95,9887654551
95,9889507912
95,5487609736
95,8598357591
95,3173528684
95,7562038241
95,8395079125
95,4877394757
96,2598357560
96,6070336172
96,0703361720
96,8725082200
96,7977516516
96,7291001083
96,9124334344
96,1622944484
96,6209205112
96,2349546583
96,1789708605
96,5059934941
96,6318877429
96,0019525553
96,7279525121
96,2309955753
97,8966112683
97,7808544379
97,1572372234
97,8203412407
97,3295569957
97,5638856291
97,7442631259
97,8355119939
97,5251733699
97,1990087239
97,8434321039
97,5269379931
97,6131659570
97,2596309128
97,0674219934
97,5659119934
98,7341507033
98,5674394101
98,1187570854
98,9973679671
98,5973218987
98,0758605288
98,5957090702
98,0875729289
98,8579009220
98,9661221045
98,8579009220
98,8657089499
98,6201431187
98,7643004785
98,9523293091
98,7781023659
99,7087408877
99,3680495232
99,9309176548
99,2924388735
99,4244691284
99,3838892054
99,1774993902
99,1440906510
99,4446752357
99,3088735424
99,4662023984
99,3089696453
99,4027574654
99,5480023870
99,2972959443
99,4395235623
100,0497711651
100,6972828435
100,5957221167
100,2722802637
100,3699509269
100,5288740309
100,5466864157
100,0617305459
100,7986651066
100,3504944259
100,8353918269
100,9866510670
100,0918264079
100,0350818396
100,0440696620
100,0341536970
101,8205540980
101,9419549809
101,4954620268
101,7607748190
101,0675900638
101,5903887332
101,9360887332
101,9360748190
101,0675781969
101,6198084923
101,0817766968
101,2398652186
101,3779880813
101,2301681999
101,3928251070
101,7021296980
102,1765819939
102,2826989669
102,9582132331
102,8998791829
102,4474216887
102,3915635725
102,6877434620
102,0911994620
102,9532822840
102,7849197970
102,8291404993
102,4655746900
102,6317854829
102,8410259821
102,0935881970
102,8104547823
103,5659940735
103,2864128776
103,4966997880
103,9430994735
103,2101816734
103,7931388735
103,1297095256
103,9814889359
103,3912897089
103,6572297093
103,1168590808
103,3297980157
103,2765957686
103,3365763200
103,5184746401
103,9725867888
104,3993765427
104,4173997362
104,6460957203
104,9386990541
104,0547033103
104,9952472109
104,9304271423
104,9135045809
104,9029595950
104,7632410007
104,5649206739
104,9736490438
104,6519223098
104,6519223099
104,0979895559
104,9550369868
105,6918258970
105,8904333707
105,9902969822
105,6835966865
105,9244969097
105,9895551097
105,4879217091
105,0549427091
105,0549429507
105,7156777562
105,0244398873
105,2024889507
105,8707069163
105,5152883324
105,0897737277
105,6303019955
106,0299787543
106,9978339901
106,1981529117
106,1345828084
106,0201087256
106,9862239507
106,6292091286
106,2866197763
106,8579009939
106,9128638873
106,1795189708
106,9016069708
106,9016069117
106,0150408579
106,9503089065
106,6653489065
107,6653489196
107,6238957223
107,5686969356
107,2314957253
107,9011840784
107,4769778104
107,1496201126
107,3707520184
107,2628757337
107,5178229167
107,8822905167
107,8930411569
107,4396599268
107,5156103597
107,7165762573
107,2481280173
108,1970309695
108,7268242382
108,9254648698
108,0160501795
108,7253501990
108,6562872954
108,6554244993
108,4085708776
108,3856369964
108,3290138084
108,2671827564
108,8703088789
108,7565689507
108,3608118810
108,4450787563
108,0262029531
109,0483735454
109,5318531320
109,4309540564
109,8358007648
109,7327079971
109,2170002943
109,1080084932
109,3486770968
109,2292626453
109,9962995209
109,3969370564
109,1840595803
109,2629985209
109,3778108534
109,4957675197
109,5853386105
110,5629932695
110,2522128473
110,5268680295
110,2522128473
110,2307439176
110,5431735972
110,9411012696
110,9321322072
110,9411012695
110,7654600680
110,6116185899
110,5515955390
110,6551035496
110,3125301170
110,6937875281
110,0520445562
111,0529505199
111,5515955389
111,2850543582
111,9410126391
111,2184103977
111,1516097754
111,2836488878
111,9867330881
111,0384260773
111,9059326764
111,5852191852
111,1894754192
111,9780954642
111,2577620382
111,9886808470
111,9406446204
112,9282558051
112,5037359934
112,1909359006
112,6278027591
112,6362599944
112,9076880916
112,2395760747
112,7250042311
112,8576560998
112,7596757572
112,6803487184
112,7900099708
112,1879567538
112,2269877590
112,7048946706
112,1623525770
113,7052147317
113,8997462099
113,2885973197
113,8997493340
113,2647294089
113,0868002616
113,8809006007
113,4278221816
113,7879199378
113,9639334290
113,2407186301
113,3897712203
113,0777008184
113,3477020460
113,8962817391
113,0162817391
114,0191626460
114,5874629302
114,1386779522
114,7634891606
114,7654314588
114,7739796070
114,7050512249
114,8879691137
114,6202676315
114,3238375577
114,3352073220
114,5182074829
114,3442695075
114,9917776545
114,0660182290
114,2210776545
115,0660172559
115,2581454723
115,1108596316
115,3698973526
115,1636475472
115,5592581491
115,1811118778
115,5503082847
115,6620997247
115,6899114486
115,5161291283
115,6765899616
115,2274897268
115,1274624560
115,0963194518
115,8084114114
116,8252286822
116,7070207016
116,6252735735
116,9525526342
116,9835226520
116,3005953043
116,8008454531
116,7006954539
116,9006334321
116,7808325668
116,8252420922
116,7075697707
116,9491728707
116,0177017633
116,8700877424
116,6754293044
117,2004210614
117,6541732481
117,3593737080
117,9674729502
117,3416629946
117,9678873529
117,5987248624
117,8195254490
117,6395252298
117,8780818079
117,4825232604
117,6952522963
117,5756290571
117,5875793227
117,2896923017
117,6875793227
118,2896923017
118,6930465050
118,6790930096
118,9576564561
118,9576540045
118,8271901652
118,9631712798
118,9934796148
118,9934908439
118,8863841198
118,8292274557
118,7856906436
118,9955285652
118,9523324719
118,8291148163
118,7148041587
119,6320031087
119,5428361107
119,0331163359
119,9366517973
119,6908168570
119,7037575999
119,7311247187
119,0980202499
119,5541437072
119,9401525095
119,4605501785
119,4190807295
119,4629487973
119,2206566978
119,8629808691
119,1713548887
120,3522359764
120,3627397886
120,2980866368
120,6595899967
120,1256709187
120,6141705032
120,7798773916
120,1127765497
120,7187783897
120,7187783895
120,2522664882
120,0762079193
120,3473467673
120,7109544595
120,2328553596
120,0889198691
121,9909289080
121,8480360196
121,3182283470
121,9174726020
121,0245192176
121,3200888691
121,6287395877
121,7981467195
121,7960994995
121,7200186372
121,5045022089
121,6905361570
121,8924030572
121,5683438862
121,0952174698
121,0110365489
122,6976227957
122,6231397707
122,9446173808
122,4607131725
122,0450220900
122,6465220730
122,0320216964
122,0348146895
122,7221905798
122,1714871939
122,0446952867
122,9913017043
122,3973791279
122,8019555819
122,8015558172
122,5069890620
123,7648869977
123,1515858977
123,1515858974
123,8564875963
123,1517998735
123,2277419808
123,4760961751
123,9658418995
123,5855296707
123,0212096778
123,2814307707
123,0212096755
123,7729432965
123,0459740732
123,0973036746
123,2932523707
124,0212096707
124,9807282620
124,5907308521
124,3168098488
124,0885337250
124,1446369801
124,6341837761
124,9492189801
124,6341839354
124,2358379808
124,2037898521
124,4397337739
124,6639968809
124,7697076204
124,3377609661
124,7296729006
125,8629357250
125,2804068292
125,8860548676
125,0689789631
125,7659149801
125,9198187079
125,7350477633
125,0737317250
125,0193819931
125,9926029195
125,0734917546
125,0713878178
